date,ndti,ndti_std,red,green,cloud_cover,scene_id,water_pixel_count
2025-05-15,0.029214,0.084322,0.386,0.404,68.866,S2C_30NXL_20250515_0_L2A,7
2025-05-27,0.076495,0.053949,0.2683,0.234,46.123,S2A_30NXL_20250527_0_L2A,66
2025-06-06,0.072655,0.048551,0.205,0.1815,25.867,S2A_30NXL_20250606_0_L2A,346
2025-07-06,-0.007063,0.038459,0.2181,0.2284,48.626,S2A_30NXL_20250706_0_L2A,8
2025-07-14,0.133144,0.052049,0.3692,0.2802,18.895,S2C_30NXL_20250714_0_L2A,345
2025-07-29,0.061727,0.03356,0.1705,0.1482,64.231,S2B_30NXL_20250729_0_L2A,218
2025-09-04,0.023056,0.05554,0.1812,0.178,54.881,S2A_30NXL_20250904_0_L2A,91
2025-10-04,-0.094579,0.053937,0.4876,0.5708,54.237,S2A_30NXL_20251004_0_L2A,53
2025-10-07,0.031815,0.080905,0.2535,0.2152,43.413,S2B_30NXL_20251007_0_L2A,4
2025-10-12,0.106818,0.0509,0.37,0.2975,39.788,S2C_30NXL_20251012_0_L2A,626
2025-10-17,-0.036598,0.043768,0.1472,0.1574,41.249,S2B_30NXL_20251017_0_L2A,72
2025-10-22,0.10709,0.052181,0.4364,0.3516,45.389,S2C_30NXL_20251022_0_L2A,105
2025-11-01,0.116279,0.067345,0.332,0.262,35.857,S2C_30NXL_20251101_0_L2A,402
2025-11-03,0.105441,0.055634,0.3664,0.295,24.459,S2A_30NXL_20251103_0_L2A,183
2025-11-16,0.002302,0.051664,0.1276,0.1284,30.453,S2B_30NXL_20251116_0_L2A,39
2025-11-21,0.048744,0.094148,0.1849,0.1757,39.119,S2C_30NXL_20251121_0_L2A,132
2025-11-23,-0.054409,0.014021,0.1512,0.1686,71.659,S2A_30NXL_20251123_1_L2A,7
2025-12-03,0.005968,0.03459,0.114,0.1128,37.233,S2A_30NXL_20251203_0_L2A,371
2025-12-06,0.11039,0.041856,0.3412,0.2722,44.554,S2B_30NXL_20251206_0_L2A,601
2025-12-16,0.121752,0.046305,0.3284,0.2566,61.214,S2B_30NXL_20251216_0_L2A,828
2025-12-21,0.111035,0.042393,0.2852,0.2276,43.779,S2C_30NXL_20251221_0_L2A,757
2025-12-23,0.046632,0.018532,0.0866,0.079,29.91,S2A_30NXL_20251223_0_L2A,83
2026-01-25,0.176215,0.049327,0.2585,0.1801,4.027,S2B_30NXL_20260125_0_L2A,828
2026-01-30,0.071299,0.049604,0.1326,0.1187,59.688,S2C_30NXL_20260130_0_L2A,62
2026-02-09,-0.019471,0.056283,0.2583,0.2632,30.902,S2C_30NXL_20260209_0_L2A,3
2026-02-19,0.064193,0.0177,0.2887,0.25255,72.496,S2C_30NXL_20260219_0_L2A,450
2026-03-01,0.066799,0.048597,0.4207,0.3674,54.895,S2C_30NXL_20260301_0_L2A,373
2026-03-06,0.140788,0.055284,0.3105,0.23285,16.229,S2B_30NXL_20260306_0_L2A,574
2026-03-13,-0.037875,0.085277,0.114,0.1235,24.151,S2A_30NXL_20260313_0_L2A,23
2026-03-21,0.091603,0.06834,0.3049,0.2551,31.943,S2C_30NXL_20260321_0_L2A,445
2026-03-26,0.11905,0.057715,0.334,0.2622,25.585,S2B_30NXL_20260326_0_L2A,456
2026-03-31,0.016082,0.071087,0.1676,0.1615,15.864,S2C_30NXL_20260331_0_L2A,135
2026-04-02,0.108318,0.041853,0.34605,0.2771,56.502,S2A_30NXL_20260402_0_L2A,828
2026-04-05,0.023486,0.061567,0.1916,0.1932,79.407,S2B_30NXL_20260405_0_L2A,78
2026-04-10,0.096446,0.053576,0.3652,0.2993,19.98,S2C_30NXL_20260410_0_L2A,828
2026-04-12,0.054817,0.040575,0.2634,0.2517,29.944,S2A_30NXL_20260412_0_L2A,297
2026-04-15,0.105526,0.041322,0.2935,0.2361,6.38,S2B_30NXL_20260415_0_L2A,828
2026-04-22,0.088482,0.039943,0.2964,0.2471,18.105,S2A_30NXL_20260422_0_L2A,828
2026-04-30,0.112554,0.05632,0.3037,0.241,5.442,S2C_30NXL_20260430_0_L2A,828
2026-05-02,0.107173,0.056601,0.3899,0.3127,32.122,S2A_30NXL_20260502_0_L2A,497
2026-05-30,0.111813,0.052918,0.3608,0.2865,20.629,S2C_30NXL_20260530_0_L2A,828
2026-06-01,0.096265,0.040626,0.3582,0.2947,69.091,S2A_30NXL_20260601_0_L2A,828
2026-08-18,0.11055,0.043942,0.3828,0.3057,48.327,S2C_30NXL_20260818_0_L2A,828
2026-08-20,0.106905,0.052343,0.3657,0.2944,49.578,S2A_30NXL_20260820_0_L2A,661
