date,ndti,ndti_std,red,green,cloud_cover,scene_id,water_pixel_count
2020-11-02,0.092338,0.02708,0.2286,0.1905,53.939,S2B_30NXL_20201102_0_L2A,374
2020-11-07,0.092125,0.027456,0.2572,0.2116,45.886,S2A_30NXL_20201107_1_L2A,264
2020-11-12,0.023258,0.058287,0.3253,0.2616,23.193,S2B_30NXL_20201112_0_L2A,334
2020-11-22,-0.002091,0.014907,0.1427,0.1428,96.546,S2B_30NXL_20201122_0_L2A,270
2020-12-02,0.064316,0.050977,0.2738,0.2401,27.427,S2B_30NXL_20201202_0_L2A,780
2020-12-07,0.032907,0.030815,0.1571,0.1468,20.764,S2A_30NXL_20201207_0_L2A,74
2020-12-12,0.040451,0.047524,0.2393,0.2202,19.335,S2B_30NXL_20201212_0_L2A,286
2020-12-17,0.002874,0.058884,0.1643,0.1621,32.496,S2A_30NXL_20201217_0_L2A,4
2020-12-22,0.089762,0.040493,0.2752,0.2374,18.33,S2B_30NXL_20201222_0_L2A,558
2020-12-27,0.165746,0.025331,0.2788,0.199,22.383,S2A_30NXL_20201227_1_L2A,888
2021-01-01,0.152637,0.02061,0.3019,0.2209,84.475,S2B_30NXL_20210101_1_L2A,888
2021-01-11,0.026441,0.028902,0.1146,0.1089,20.453,S2B_30NXL_20210111_0_L2A,284
2021-01-16,0.148373,0.024245,0.3296,0.2436,25.003,S2A_30NXL_20210116_1_L2A,764
2021-01-21,0.054461,0.027206,0.2025,0.1821,38.967,S2B_30NXL_20210121_1_L2A,514
2021-01-26,0.158313,0.016382,0.2624,0.1904,4.276,S2A_30NXL_20210126_1_L2A,888
2021-01-31,0.088441,0.027455,0.2479,0.2066,25.938,S2B_30NXL_20210131_1_L2A,184
2021-02-05,0.080849,0.023072,0.09355,0.07965,83.563,S2A_30NXL_20210205_0_L2A,596
2021-02-10,0.119294,0.019581,0.2884,0.226,17.176,S2B_30NXL_20210210_0_L2A,888
2021-02-15,0.046388,0.034526,0.2346,0.2158,17.055,S2A_30NXL_20210215_0_L2A,558
2021-02-25,0.070391,0.029346,0.2696,0.2241,25.971,S2A_30NXL_20210225_0_L2A,12
2021-03-02,-0.009706,0.019097,0.1468,0.1484,43.345,S2B_30NXL_20210302_0_L2A,102
2021-03-12,0.095113,0.029102,0.4156,0.3418,53.237,S2B_30NXL_20210312_2_L2A,628
2021-04-11,0.065968,0.047628,0.1369,0.1263,10.844,S2B_30NXL_20210411_0_L2A,832
2021-04-16,0.018075,0.035234,0.2275,0.2232,33.798,S2A_30NXL_20210416_0_L2A,782
2021-04-26,0.104955,0.031766,0.3714,0.2994,21.206,S2A_30NXL_20210426_1_L2A,888
2021-05-01,0.116803,0.031209,0.3218,0.2536,51.62,S2B_30NXL_20210501_0_L2A,888
2021-05-11,0.155471,0.037535,0.3549,0.2586,16.089,S2B_30NXL_20210511_0_L2A,884
2021-05-21,-0.064724,0.045329,0.4292,0.4736,43.731,S2B_30NXL_20210521_0_L2A,20
2021-05-26,0.101197,0.033811,0.3512,0.2846,32.972,S2A_30NXL_20210526_1_L2A,544
2021-06-10,0.112204,0.037982,0.2559,0.2086,85.454,S2B_30NXL_20210610_2_L2A,888
2021-06-25,0.111079,0.03847,0.2515,0.2017,71.486,S2A_30NXL_20210625_1_L2A,60
2021-06-30,-0.01157,0.013492,0.7728,0.7868,95.513,S2B_30NXL_20210630_0_L2A,132
2021-07-05,0.111414,0.064543,0.2578,0.2038,28.911,S2A_30NXL_20210705_0_L2A,184
2021-07-10,0.083547,0.056007,0.1454,0.1294,19.784,S2B_30NXL_20210710_0_L2A,884
2021-07-25,0.010718,0.033685,0.186,0.1792,22.482,S2A_30NXL_20210725_0_L2A,516
2021-07-30,0.122484,0.039891,0.2328,0.1826,34.762,S2B_30NXL_20210730_0_L2A,862
2021-08-09,-0.026546,0.021248,0.1722,0.1843,39.098,S2B_30NXL_20210809_0_L2A,244
2021-09-03,0.022232,0.026099,0.2364,0.2258,68.041,S2A_30NXL_20210903_0_L2A,114
2021-09-13,-0.021478,0.047501,0.3106,0.292,40.174,S2A_30NXL_20210913_0_L2A,26
2021-09-18,0.133495,0.027294,0.2796,0.213,64.364,S2B_30NXL_20210918_0_L2A,888
2021-09-23,-0.003857,0.02915,0.1484,0.1486,27.629,S2A_30NXL_20210923_0_L2A,28
2021-10-03,-0.019256,0.012707,0.2498,0.2556,48.89,S2A_30NXL_20211003_0_L2A,26
2021-10-13,0.130398,0.025574,0.2614,0.2008,30.371,S2A_30NXL_20211013_1_L2A,888
2021-10-18,0.057565,0.027943,0.1356,0.1209,35.975,S2B_30NXL_20211018_0_L2A,734
2021-10-28,-0.049818,0.013893,0.2137,0.2351,42.656,S2B_30NXL_20211028_0_L2A,4
2021-11-07,0.065847,0.042577,0.1952,0.1723,68.868,S2B_30NXL_20211107_0_L2A,296
2021-11-17,0.125779,0.046994,0.3312,0.2557,22.654,S2B_30NXL_20211117_0_L2A,884
2021-11-27,-0.015661,0.041351,0.1709,0.1686,41.064,S2B_30NXL_20211127_0_L2A,6
2021-12-02,0.124626,0.031239,0.3372,0.2622,28.526,S2A_30NXL_20211202_1_L2A,888
2021-12-07,0.123592,0.026553,0.2934,0.2282,35.777,S2B_30NXL_20211207_1_L2A,650
2021-12-12,0.089212,0.018045,0.2868,0.2383,33.924,S2A_30NXL_20211212_1_L2A,350
2021-12-17,0.00303,0.031269,0.166,0.1569,71.397,S2B_30NXL_20211217_0_L2A,66
2021-12-22,0.138069,0.01885,0.2994,0.2258,14.592,S2A_30NXL_20211222_0_L2A,888
2021-12-27,0.124203,0.027374,0.368,0.2858,66.046,S2B_30NXL_20211227_1_L2A,254
2022-01-01,0.015562,0.018704,0.1443,0.1402,28.296,S2A_30NXL_20220101_0_L2A,484
2022-01-06,0.063275,0.036986,0.1902,0.1677,12.48,S2B_30NXL_20220106_0_L2A,686
2022-01-21,0.142252,0.019207,0.2708,0.2024,4.467,S2A_30NXL_20220121_0_L2A,888
2022-01-26,0.191573,0.028151,0.274,0.1852,0.819,S2B_30NXL_20220126_0_L2A,888
2022-02-10,0.125253,0.038233,0.1371,0.1055,23.776,S2A_30NXL_20220210_0_L2A,152
2022-03-02,0.125403,0.021599,0.3228,0.2504,77.38,S2A_30NXL_20220302_0_L2A,852
2022-03-07,0.116683,0.032676,0.2928,0.2309,39.942,S2B_30NXL_20220307_0_L2A,338
2022-04-11,0.117501,0.0327,0.3384,0.2658,30.222,S2A_30NXL_20220411_0_L2A,618
2022-05-01,0.035188,0.01187,0.148,0.1379,36.588,S2A_30NXL_20220501_0_L2A,4
2022-06-05,0.117668,0.035197,0.32,0.2522,45.411,S2B_30NXL_20220605_0_L2A,888
2022-07-20,0.12642,0.024133,0.305,0.2355,21.126,S2A_30NXL_20220720_0_L2A,322
2022-10-08,0.11746,0.034284,0.35,0.2758,32.537,S2A_30NXL_20221008_0_L2A,846
2022-10-13,0.08712,0.021163,0.231,0.1968,45.076,S2B_30NXL_20221013_0_L2A,200
2022-10-18,0.106526,0.037087,0.35,0.2802,27.981,S2A_30NXL_20221018_0_L2A,888
2022-10-23,-0.006262,0.025075,0.1507,0.1523,73.995,S2B_30NXL_20221023_0_L2A,42
2022-10-28,0.168207,0.068512,0.2476,0.1757,29.526,S2A_30NXL_20221028_0_L2A,888
2022-11-12,0.124325,0.023126,0.3664,0.2854,82.506,S2B_30NXL_20221112_0_L2A,338
2022-11-17,0.007258,0.04122,0.1164,0.1156,36.253,S2A_30NXL_20221117_0_L2A,104
2022-11-22,0.054118,0.050057,0.1424,0.1294,32.064,S2B_30NXL_20221122_0_L2A,110
2022-11-27,0.118644,0.005876,0.3272,0.257,42.91,S2A_30NXL_20221127_0_L2A,8
2022-12-17,0.118474,0.023931,0.3344,0.2626,62.676,S2A_30NXL_20221217_0_L2A,384
2022-12-27,0.118778,0.03762,0.2496,0.1949,0.404,S2A_30NXL_20221227_0_L2A,888
2023-01-01,0.123213,0.023042,0.2686,0.209,0.143,S2B_30NXL_20230101_0_L2A,888
2023-01-06,-0.009414,0.035103,0.1355,0.1378,62.232,S2A_30NXL_20230106_0_L2A,6
2023-01-11,0.102031,0.032879,0.2654,0.2166,20.614,S2B_30NXL_20230111_0_L2A,552
2023-01-16,0.105845,0.021445,0.242,0.1952,16.014,S2A_30NXL_20230116_0_L2A,888
2023-01-31,0.116029,0.035456,0.3008,0.2387,31.894,S2B_30NXL_20230131_0_L2A,206
2023-02-10,0.108084,0.033818,0.2096,0.1693,12.679,S2B_30NXL_20230210_0_L2A,458
2023-02-25,0.102969,0.018374,0.312,0.2526,48.405,S2A_30NXL_20230225_0_L2A,888
2023-03-17,0.022584,0.05218,0.1389,0.1357,33.879,S2A_30NXL_20230317_0_L2A,108
2023-04-01,0.071381,0.025272,0.2348,0.203,29.453,S2B_30NXL_20230401_1_L2A,888
2023-04-06,0.07833,0.01937,0.3516,0.2994,23.013,S2A_30NXL_20230406_0_L2A,654
2023-04-11,0.015092,0.062459,0.1487,0.1427,19.559,S2B_30NXL_20230411_0_L2A,10
2023-04-16,0.001238,0.054929,0.1558,0.1709,59.382,S2A_30NXL_20230416_0_L2A,14
